news_headline,news_article,news_category,full_text,clean_text
2021 Commonwealth Youth Games postponed to avoid clash with Olympics,"The Commonwealth Games Federation on Friday announced the rescheduling of the 2021 Commonwealth Youth Games to avoid clash with the Tokyo Olympics, which has been pushed back by a year due to the coronavirus pandemic. The youth games were scheduled to take place from August 1 to 7, 2021 in Trinidad and Tobago. They will now be held in 2023.",sports,"2021 Commonwealth Youth Games postponed to avoid clash with Olympics. The Commonwealth Games Federation on Friday announced the rescheduling of the 2021 Commonwealth Youth Games to avoid clash with the Tokyo Olympics, which has been pushed back by a year due to the coronavirus pandemic. The youth games were scheduled to take place from August 1 to 7, 2021 in Trinidad and Tobago. They will now be held in 2023.",commonwealth youth game postpone avoid clash olympics commonwealth games federation friday announce rescheduling commonwealth youth game avoid clash tokyo olympics push back year due coronavirus pandemic youth game schedule take place august trinidad tobago hold
FIFA Medical Committee chief suggests yellow card for spitting during matches,"FIFA's Medical Committee chairman Michel D'Hooghe has suggested showing a yellow card to players for spitting in games due to the potential spread of coronavirus from saliva. ""This [spitting] is a common practice in football and it is not very hygienic,"" D'Hooghe was quoted in a report as saying. ""It is a good way to spread the virus,"" he added.",sports,"FIFA Medical Committee chief suggests yellow card for spitting during matches. FIFA's Medical Committee chairman Michel D'Hooghe has suggested showing a yellow card to players for spitting in games due to the potential spread of coronavirus from saliva. ""This [spitting] is a common practice in football and it is not very hygienic,"" D'Hooghe was quoted in a report as saying. ""It is a good way to spread the virus,"" he added.",fifa medical committee chief suggest yellow card spit match fifas medical committee chairman michel dhooghe suggest show yellow card player spit game due potential spread coronavirus saliva [ spit ] common practice football not hygienic dhooghe quote report say good way spread virus add
Badminton World Championships to take place in Olympic year for 1st time,"The 2021 Badminton World Championships has been postponed from August to November to avoid a clash with the rescheduled Tokyo Olympics, said the Badminton World Federation. The tournament is now scheduled to be held from November 29 to December 5. It'll be the first time when the World Championships will be held in the year of the Olympic Games.",sports,"Badminton World Championships to take place in Olympic year for 1st time. The 2021 Badminton World Championships has been postponed from August to November to avoid a clash with the rescheduled Tokyo Olympics, said the Badminton World Federation. The tournament is now scheduled to be held from November 29 to December 5. It'll be the first time when the World Championships will be held in the year of the Olympic Games.",badminton world championship take place olympic year st time badminton world championships postpone august november avoid clash reschedule tokyo olympics say badminton world federation tournament schedule hold november december first time world championship hold year olympic games
"French league, which features Neymar, not to resume over COVID-19","The French football leagues, including the top division Ligue 1 which features Neymar, will not resume after French Prime Minister Edouard Philippe banned all sporting events until September. ""The 2019-20 season, notably for football, will not be able to resume,"" stated Philippe. Neymar's club PSG are currently at the top of Ligue 1 standings.",sports,"French league, which features Neymar, not to resume over COVID-19. The French football leagues, including the top division Ligue 1 which features Neymar, will not resume after French Prime Minister Edouard Philippe banned all sporting events until September. ""The 2019-20 season, notably for football, will not be able to resume,"" stated Philippe. Neymar's club PSG are currently at the top of Ligue 1 standings.",french league feature neymar not resume covid french football league include top division ligue feature neymar not resume french prime minister edouard philippe ban sport event september season notably football not able resume state philippe neymars club psg currently top ligue standing
"Azhar Ali to auction his favourite bat, jersey for COVID-19 relief funds",Pakistan Test captain Azhar Ali has announced auctioning his bat with which he slammed a triple hundred and his 2017 Champions Trophy final jersey to raise funds for coronavirus relief efforts. Ali slammed 302 off 469 balls with the bat during a day-night Test in 2016. He wore the jersey in the 2017 Champions Trophy final where Pakistan defeated India.,sports,"Azhar Ali to auction his favourite bat, jersey for COVID-19 relief funds. Pakistan Test captain Azhar Ali has announced auctioning his bat with which he slammed a triple hundred and his 2017 Champions Trophy final jersey to raise funds for coronavirus relief efforts. Ali slammed 302 off 469 balls with the bat during a day-night Test in 2016. He wore the jersey in the 2017 Champions Trophy final where Pakistan defeated India.",azhar ali auction favourite bat jersey covid relief fund pakistan test captain azhar ali announce auction bat slam triple hundred champion trophy final jersey raise fund coronavirus relief effort ali slam ball bat day night test wear jersey champion trophy final pakistan defeat india
I would definitely be interested in it: Bale on playing in MLS in America,"Talking about his future, Real Madrid's Gareth Bale has revealed his interest in playing in Major League Soccer in America. ""I really like the league...the standard is getting a lot better...the clubs are improving,"" he stated. Bale joined Real Madrid from Tottenham Hotspur in the summer of 2013 and has scored 105 goals in 249 appearances for the club.",sports,"I would definitely be interested in it: Bale on playing in MLS in America. Talking about his future, Real Madrid's Gareth Bale has revealed his interest in playing in Major League Soccer in America. ""I really like the league...the standard is getting a lot better...the clubs are improving,"" he stated. Bale joined Real Madrid from Tottenham Hotspur in the summer of 2013 and has scored 105 goals in 249 appearances for the club.",would definitely interested bale play mls america talk future real madrid gareth bale reveal interest play major league soccer america really like league standard get lot better club improve state bale join real madrid tottenham hotspur summer score goal appearance club
ECB chairman Colin Graves to step down after The Hundred postponement,"Colin Graves, the chairman of the England and Wales Cricket Board (ECB), has decided to step down from the post after the new 100-ball tournament, The Hundred, was postponed over the coronavirus pandemic. Graves was set to serve an extension of six months as the chairman to oversee the tournament. Graves will be succeeded by Ian Watmore.",sports,"ECB chairman Colin Graves to step down after The Hundred postponement. Colin Graves, the chairman of the England and Wales Cricket Board (ECB), has decided to step down from the post after the new 100-ball tournament, The Hundred, was postponed over the coronavirus pandemic. Graves was set to serve an extension of six months as the chairman to oversee the tournament. Graves will be succeeded by Ian Watmore.",ecb chairman colin grave step hundred postponement colin graves chairman england wales cricket board ecb decide step post new ball tournament hundred postpone coronavirus pandemic grave set serve extension six month chairman oversee tournament grave succeed ian watmore
It's nothing personal: Michael Clarke on Usman Khawaja missing CA contract,"On Australia batsman Usman Khawaja's omission from Australia's annual list of 20 contracted players, former Australia captain Michael Clarke said that while it's ""very hard to believe"", but ""it's nothing personal"". Khawaja last played for Australia during last year's Ashes series in England, when he was dropped mid-way. He hasn't featured in ODIs since the 2019 World Cup. ",sports,"It's nothing personal: Michael Clarke on Usman Khawaja missing CA contract. On Australia batsman Usman Khawaja's omission from Australia's annual list of 20 contracted players, former Australia captain Michael Clarke said that while it's ""very hard to believe"", but ""it's nothing personal"". Khawaja last played for Australia during last year's Ashes series in England, when he was dropped mid-way. He hasn't featured in ODIs since the 2019 World Cup. ",nothing personal michael clarke usman khawaja missing ca contract australia batsman usman khawajas omission australias annual list contract player former australia captain michael clarke say hard believe nothing personal khawaja last play australia last year ash series england drop mid way not feature odis since world cup
"Pant reveals advice he got from Ganguly, Ponting during IPL 2018","During an Instagram live session, wicketkeeper-batsman Rishabh Pant revealed the advice he got from Ricky Ponting and Sourav Ganguly during the IPL 2018 where he scored 684 runs in 14 matches. ""Ponting gave me a free hand,"" said Pant. He further revealed that Ganguly told him to give himself some time and then he could do whatever he wanted.",sports,"Pant reveals advice he got from Ganguly, Ponting during IPL 2018. During an Instagram live session, wicketkeeper-batsman Rishabh Pant revealed the advice he got from Ricky Ponting and Sourav Ganguly during the IPL 2018 where he scored 684 runs in 14 matches. ""Ponting gave me a free hand,"" said Pant. He further revealed that Ganguly told him to give himself some time and then he could do whatever he wanted.",pant reveal advice get ganguly ponte ipl instagram live session wicketkeeper batsman rishabh pant reveal advice get ricky ponting sourav ganguly ipl score run match ponting give free hand say pant reveal ganguly tell give time could whatever want
"Ross Taylor wins NZ Cricket's top award, Sir Richard Hadlee Medal, for 3rd time","Ross Taylor has been named New Zealand's overall cricketer of the year, winning the NZ Cricket's top award, Sir Richard Hadlee Medal, for the third time at the annual awards, held over video conferencing. The year saw Taylor surpassing Stephen Fleming as NZ's leading Test run-scorer and became the first player to play 100 international matches in all three formats.",sports,"Ross Taylor wins NZ Cricket's top award, Sir Richard Hadlee Medal, for 3rd time. Ross Taylor has been named New Zealand's overall cricketer of the year, winning the NZ Cricket's top award, Sir Richard Hadlee Medal, for the third time at the annual awards, held over video conferencing. The year saw Taylor surpassing Stephen Fleming as NZ's leading Test run-scorer and became the first player to play 100 international matches in all three formats.",ross taylor win nz crickets top award sir richard hadlee medal rd time ross taylor name new zealand overall cricketer year win nz crickets top award sir richard hadlee medal third time annual award hold video conferencing year see taylor surpass stephen fleme nzs lead test run scorer become first player play international match three format
"Goal is to beat India in India: Langer after Aus become top Test, T20I team ","After Australia moved to the top of the Test and T20I rankings for men, Australia coach Justin Langer said, ""You can only judge yourself as being the best if you beat the best."" ""Ultimately, we have to beat India in India...when you're number one, you're always hunted...we need to get better and better,"" he added. ",sports,"Goal is to beat India in India: Langer after Aus become top Test, T20I team . After Australia moved to the top of the Test and T20I rankings for men, Australia coach Justin Langer said, ""You can only judge yourself as being the best if you beat the best."" ""Ultimately, we have to beat India in India...when you're number one, you're always hunted...we need to get better and better,"" he added. ",goal beat india india langer aus become top test ti team australia move top test ti ranking man australia coach justin langer say judge good beat good ultimately beat india india number one always hunt need get well well add
"Ian Chappell reveals his pick between Kohli, Smith for better batsman","During an Instagram live session, former Australia captain Ian Chappell picked India skipper Virat Kohli over ex-Australia captain Steve Smith as a better captain and a better batsman. ""I'd take Kohli both ways, as captain and batsman,"" he stated. Kohli has scored 11,867 runs in 248 ODIs at an average of 59.33 with 43 centuries and 58 half-centuries. ",sports,"Ian Chappell reveals his pick between Kohli, Smith for better batsman. During an Instagram live session, former Australia captain Ian Chappell picked India skipper Virat Kohli over ex-Australia captain Steve Smith as a better captain and a better batsman. ""I'd take Kohli both ways, as captain and batsman,"" he stated. Kohli has scored 11,867 runs in 248 ODIs at an average of 59.33 with 43 centuries and 58 half-centuries. ",ian chappell reveal pick kohli smith well batsman instagram live session former australia captain ian chappell pick india skipper virat kohli ex australia captain steve smith well captain well batsman would take kohli way captain batsman state kohli score run odi average century half century
Want to play alongside Dhoni for India once again: Deepak Chahar,"During an Instagram live session, India pacer Deepak Chahar revealed that he's a ""fan"" of ex-India skipper MS Dhoni and wants to play alongside him for India once again. ""I want to see him don the blue jersey again,"" he added. ""I wish to be part of the Indian team when he plays his last game,"" he further said.",sports,"Want to play alongside Dhoni for India once again: Deepak Chahar. During an Instagram live session, India pacer Deepak Chahar revealed that he's a ""fan"" of ex-India skipper MS Dhoni and wants to play alongside him for India once again. ""I want to see him don the blue jersey again,"" he added. ""I wish to be part of the Indian team when he plays his last game,"" he further said.",want play alongside dhoni india deepak chahar instagram live session india pacer deepak chahar reveal fan ex india skipper ms dhoni want play alongside india want see blue jersey add wish part indian team play last game say
I wanted to quit in 2010 after my French Open defeat: World no. 1 Djokovic,"Current world number one and 17-time Grand Slam champion Novak Djokovic has revealed that he wanted to quit tennis in 2010 after he suffered defeat in French Open against Austria's Jurgen Melzer. ""I really did not see a reason to keep on playing,"" Djokovic revealed. Overcoming this defeat, Djokovic won Australian Open, Wimbledon and US Open in 2011.",sports,"I wanted to quit in 2010 after my French Open defeat: World no. 1 Djokovic. Current world number one and 17-time Grand Slam champion Novak Djokovic has revealed that he wanted to quit tennis in 2010 after he suffered defeat in French Open against Austria's Jurgen Melzer. ""I really did not see a reason to keep on playing,"" Djokovic revealed. Overcoming this defeat, Djokovic won Australian Open, Wimbledon and US Open in 2011.",want quit french open defeat world no djokovic current world number one time grand slam champion novak djokovic reveal want quit tennis suffer defeat french open austrias jurgen melzer really not see reason keep play djokovic reveal overcome defeat djokovic win australian open wimbledon us open
Coronavirus was 'not manmade or genetically modified': US Intelligence Community,"""Coronavirus was not manmade or genetically modified,"" the US Intelligence Community (IC) said in a statement on Thursday. ""The IC will continue to rigorously examine emerging information and intelligence to determine whether the outbreak began through contact with infected animals or if it was the result of an accident at a laboratory in Wuhan,"" the statement further read.",world,"Coronavirus was 'not manmade or genetically modified': US Intelligence Community. ""Coronavirus was not manmade or genetically modified,"" the US Intelligence Community (IC) said in a statement on Thursday. ""The IC will continue to rigorously examine emerging information and intelligence to determine whether the outbreak began through contact with infected animals or if it was the result of an accident at a laboratory in Wuhan,"" the statement further read.",coronavirus not manmade genetically modify us intelligence community coronavirus not manmade genetically modify us intelligence community ic say statement thursday ic continue rigorously examine emerge information intelligence determine whether outbreak begin contact infected animal result accident laboratory wuhan statement read
"Europe must prepare for 2nd, 3rd coronavirus wave, WHO warns","Countries across Europe must be prepared for a ""second or third wave"" of coronavirus until a vaccine is available, head of WHO in Europe, Dr Hans Kluge, has warned. ""COVID-19 is not going away any time soon,"" he said. Europe remains ""very much in the grip"" of the pandemic despite positive signs it was passing the peak, he added.",world,"Europe must prepare for 2nd, 3rd coronavirus wave, WHO warns. Countries across Europe must be prepared for a ""second or third wave"" of coronavirus until a vaccine is available, head of WHO in Europe, Dr Hans Kluge, has warned. ""COVID-19 is not going away any time soon,"" he said. Europe remains ""very much in the grip"" of the pandemic despite positive signs it was passing the peak, he added.",europe must prepare nd rd coronavirus wave warn country across europe must prepare second third wave coronavirus vaccine available head europe dr hans kluge warn covid not go away time soon say europe remain much grip pandemic despite positive sign pass peak add
US can never declare total victory over coronavirus as too many dead: Trump,"US President Donald Trump has said that he believes the US can never declare ""total victory"" over coronavirus because too many people have died. He added that he'll count it a win when the virus is gone and the economy fully reopened. ""I want our country back. I want people to go out...and not worry about getting...violently ill,"" he said.",world,"US can never declare total victory over coronavirus as too many dead: Trump. US President Donald Trump has said that he believes the US can never declare ""total victory"" over coronavirus because too many people have died. He added that he'll count it a win when the virus is gone and the economy fully reopened. ""I want our country back. I want people to go out...and not worry about getting...violently ill,"" he said.",us never declare total victory coronavirus many dead trump us president donald trump say believe us never declare total victory coronavirus many people die add count win virus go economy fully reopen want country back want people go not worry get violently ill say
PM Modi wishes speedy recovery to Russian PM who tested COVID-19 +ve,"Prime Minister Narendra Modi on Friday wished a speedy recovery to his Russian counterpart Mikhail Mishustin, who has been diagnosed with coronavirus. PM Modi tweeted, ""My best wishes to Russian PM Mishustin for early recovery and good health. We stand with our close friend Russia in efforts to defeat the COVID-19 pandemic."" Mishustin has temporarily stepped down to recover. ",world,"PM Modi wishes speedy recovery to Russian PM who tested COVID-19 +ve. Prime Minister Narendra Modi on Friday wished a speedy recovery to his Russian counterpart Mikhail Mishustin, who has been diagnosed with coronavirus. PM Modi tweeted, ""My best wishes to Russian PM Mishustin for early recovery and good health. We stand with our close friend Russia in efforts to defeat the COVID-19 pandemic."" Mishustin has temporarily stepped down to recover. ",pm modi wish speedy recovery russian pm test covid prime minister narendra modi friday wish speedy recovery russian counterpart mikhail mishustin diagnose coronavirus pm modi tweet good wish russian pm mishustin early recovery good health stand close friend russia effort defeat covid pandemic mishustin temporarily step recover
"UK coronavirus death toll crosses 27,000; govt exceeds target of 100,000 daily tests","Health Secretary Matt Hancock has said the total death toll due to coronavirus in UK has risen to 27,510 after 739 more people died due to the virus in the last 24 hours. Further, he said that the government has achieved its target of 100,000 daily coronavirus tests. As many as 122,347 tests were conducted in the last 24 hours.",world,"UK coronavirus death toll crosses 27,000; govt exceeds target of 100,000 daily tests. Health Secretary Matt Hancock has said the total death toll due to coronavirus in UK has risen to 27,510 after 739 more people died due to the virus in the last 24 hours. Further, he said that the government has achieved its target of 100,000 daily coronavirus tests. As many as 122,347 tests were conducted in the last 24 hours.",uk coronavirus death toll cross govt exceed target daily test health secretary matt hancock say total death toll due coronavirus uk rise people die due virus last hour say government achieve target daily coronavirus test many test conduct last hour
"WHO should be ashamed of itself, it is like a PR agency for China: Trump","US President Donald Trump on Thursday said that the World Health Organization (WHO) should be ""ashamed of"" itself, as he likened the organisation to a ""public relations agency for China"". ""They shouldn't be making excuses when people make horrible mistakes, especially mistakes that are causing hundreds of thousands of people around the world to die,"" Trump further said about WHO.",world,"WHO should be ashamed of itself, it is like a PR agency for China: Trump. US President Donald Trump on Thursday said that the World Health Organization (WHO) should be ""ashamed of"" itself, as he likened the organisation to a ""public relations agency for China"". ""They shouldn't be making excuses when people make horrible mistakes, especially mistakes that are causing hundreds of thousands of people around the world to die,"" Trump further said about WHO.",ashamed like pr agency china trump us president donald trump thursday say world health organization ashamed liken organisation public relation agency china not make excuse people make horrible mistake especially mistake cause hundred thousand people around world die trump say
I have seen evidence coronavirus originated in Chinese lab: Trump,"US President Donald Trump on Thursday said he has seen evidence that gives him a ""high degree of confidence"" the novel coronavirus originated in a laboratory in China's Wuhan. However, Trump declined to give specifics, saying, ""I'm not allowed to tell you that."" Trump's remarks contradict US Intelligence Community (IC), which had said that coronavirus isn't manmade or genetically modified.",world,"I have seen evidence coronavirus originated in Chinese lab: Trump. US President Donald Trump on Thursday said he has seen evidence that gives him a ""high degree of confidence"" the novel coronavirus originated in a laboratory in China's Wuhan. However, Trump declined to give specifics, saying, ""I'm not allowed to tell you that."" Trump's remarks contradict US Intelligence Community (IC), which had said that coronavirus isn't manmade or genetically modified.",see evidence coronaviru originate chinese lab trump us president donald trump thursday say see evidence give high degree confidence novel coronavirus originate laboratory chinas wuhan however trump decline give specific say not allow tell trump remark contradict us intelligence community ic say coronavirus not manmade genetically modify
Trump threatens new tariffs on China in retaliation for COVID-19 crisis,"US President Donald Trump has hinted the country may impose new tariffs on China in ""retaliation"" for the COVID-19 outbreak. He, however, ruled out considering the cancellation of US debt obligations worth around $1 trillion to China, adding debt cancellation is a ""rough game"" and could harm the ""sanctity of the US currency"". ""I can do it differently,"" Trump said.",world,"Trump threatens new tariffs on China in retaliation for COVID-19 crisis. US President Donald Trump has hinted the country may impose new tariffs on China in ""retaliation"" for the COVID-19 outbreak. He, however, ruled out considering the cancellation of US debt obligations worth around $1 trillion to China, adding debt cancellation is a ""rough game"" and could harm the ""sanctity of the US currency"". ""I can do it differently,"" Trump said.",trump threaten new tariff china retaliation covid crisis us president donald trump hint country may impose new tariff china retaliation covid outbreak however rule consider cancellation us debt obligation worth around trillion china add debt cancellation rough game could harm sanctity us currency differently trump say
"Nearly 8,000 new coronavirus cases reported in Russia in a day","Russia on Friday reported a record daily rise in the number of confirmed coronavirus cases. The nationwide case tally rose by nearly 8,000 cases and now stands at 114,431, Russia's coronavirus crisis response centre said. It further said that 96 people diagnosed with COVID-19 had died in the last 24 hours.",world,"Nearly 8,000 new coronavirus cases reported in Russia in a day. Russia on Friday reported a record daily rise in the number of confirmed coronavirus cases. The nationwide case tally rose by nearly 8,000 cases and now stands at 114,431, Russia's coronavirus crisis response centre said. It further said that 96 people diagnosed with COVID-19 had died in the last 24 hours.",nearly new coronavirus case report russia day russia friday report record daily rise number confirm coronavirus case nationwide case tally rise nearly case stand russias coronavirus crisis response centre say say people diagnose covid die last hour
Japan aquarium asks public to video-call eels who are 'forgetting' humans exist,"A Japan-based aquarium, which closed to the public in March due to lockdown, has urged the public to video-chat with its 300 garden eels. ""They don't see humans, except keepers...They have started forgetting about humans,"" Sumida Aquarium tweeted. Getting accustomed to not seeing people, the eels have started hiding from keepers, making it difficult to monitor their health, it said.",world,"Japan aquarium asks public to video-call eels who are 'forgetting' humans exist. A Japan-based aquarium, which closed to the public in March due to lockdown, has urged the public to video-chat with its 300 garden eels. ""They don't see humans, except keepers...They have started forgetting about humans,"" Sumida Aquarium tweeted. Getting accustomed to not seeing people, the eels have started hiding from keepers, making it difficult to monitor their health, it said.",japan aquarium ask public video call eel forget human exist japan base aquarium close public march due lockdown urge public video chat garden eel not see human except keeper start forget human sumida aquarium tweet get accustomed not see people eel start hide keeper make difficult monitor health say
"Kashmir a bilateral issue, shouldn't divide communities in UK: Labour leader","Constitutional issues in India are a matter for its Parliament and Kashmir is a ""bilateral issue for India and Pakistan to resolve peacefully"", the UK's newly-elected Labour Party leader Keir Starmer said. ""We must not allow issues of the sub-continent to divide communities here,"" he added.  Starmer's predecessor Jeremy Corbyn had called for international observers to enter into Kashmir. ",world,"Kashmir a bilateral issue, shouldn't divide communities in UK: Labour leader. Constitutional issues in India are a matter for its Parliament and Kashmir is a ""bilateral issue for India and Pakistan to resolve peacefully"", the UK's newly-elected Labour Party leader Keir Starmer said. ""We must not allow issues of the sub-continent to divide communities here,"" he added.  Starmer's predecessor Jeremy Corbyn had called for international observers to enter into Kashmir. ",kashmir bilateral issue not divide community uk labour leader constitutional issue india matter parliament kashmir bilateral issue india pakistan resolve peacefully uks newly elect labour party leader keir starmer say must not allow issue sub continent divide community add starmers predecessor jeremy corbyn call international observer enter kashmir
Cut oil supply or lose US military support: Trump reportedly told Saudi,"US President Donald Trump, in an April 2 phone call, reportedly told Saudi Crown Prince Mohammed bin Salman that unless OPEC started cutting oil production he would be unable to stop lawmakers from passing legislation to withdraw US troops from the kingdom. Ten days later, the world's biggest oil producers outside the US agreed to a landmark production cut agreement.",world,"Cut oil supply or lose US military support: Trump reportedly told Saudi. US President Donald Trump, in an April 2 phone call, reportedly told Saudi Crown Prince Mohammed bin Salman that unless OPEC started cutting oil production he would be unable to stop lawmakers from passing legislation to withdraw US troops from the kingdom. Ten days later, the world's biggest oil producers outside the US agreed to a landmark production cut agreement.",cut oil supply lose us military support trump reportedly tell saudi us president donald trump april phone call reportedly tell saudi crown prince mohammed bin salman unless opec start cut oil production would unable stop lawmaker pass legislation withdraw us troop kingdom ten day later world big oil producer outside us agree landmark production cut agreement
Canada bans assault-style weapons after 22 killed in worst mass shooting,"Canada has banned assault-style weapons after a gunman killed 22 people in the country's worst mass shooting, Prime Minister Justin Trudeau said. ""These weapons were designed for...one purpose only: to kill the largest number of people in the shortest amount of time,"" he added. The government allowed a two-year amnesty period for gun owners to comply with the law. ",world,"Canada bans assault-style weapons after 22 killed in worst mass shooting. Canada has banned assault-style weapons after a gunman killed 22 people in the country's worst mass shooting, Prime Minister Justin Trudeau said. ""These weapons were designed for...one purpose only: to kill the largest number of people in the shortest amount of time,"" he added. The government allowed a two-year amnesty period for gun owners to comply with the law. ",canada ban assault style weapon kill bad mass shooting canada ban assault style weapon gunman kill people countrys bad mass shooting prime minister justin trudeau say weapon design one purpose kill large number people short amount time add government allow two year amnesty period gun owner comply law
US Prez candidate Joe Biden denies sexually assaulting ex-staffer 27 yrs ago,"US Presidential candidate and former Vice President Joe Biden on Friday denied sexually assaulting a former staff assistant in 1993. The woman, who worked as a staff assistant in Biden's Senate office, has accused him of pinning her against a wall, reaching under her skirt and penetrating her with a finger. ""I'm saying unequivocally it never, ever happened,"" Biden said.",world,"US Prez candidate Joe Biden denies sexually assaulting ex-staffer 27 yrs ago. US Presidential candidate and former Vice President Joe Biden on Friday denied sexually assaulting a former staff assistant in 1993. The woman, who worked as a staff assistant in Biden's Senate office, has accused him of pinning her against a wall, reaching under her skirt and penetrating her with a finger. ""I'm saying unequivocally it never, ever happened,"" Biden said.",us prez candidate joe biden deny sexually assault ex staffer yrs ago us presidential candidate former vice president joe biden friday deny sexually assault former staff assistant woman work staff assistant bidens senate office accuse pin wall reach skirt penetrate finger say unequivocally never ever happen biden say
Priyanka joins Greta to protect kids from COVID-19 effects,"Priyanka Chopra on Friday shared that she has joined hands with environmental activist Greta Thunberg and UNICEF for a campaign that aims to protect the most vulnerable children affected by coronavirus. ""It's heartbreaking to see the effect of Covid-19 on vulnerable children across the world,"" the 37-year-old actress tweeted. ""We need to protect them..The onus is on us,"" Priyanka added.",world,"Priyanka joins Greta to protect kids from COVID-19 effects. Priyanka Chopra on Friday shared that she has joined hands with environmental activist Greta Thunberg and UNICEF for a campaign that aims to protect the most vulnerable children affected by coronavirus. ""It's heartbreaking to see the effect of Covid-19 on vulnerable children across the world,"" the 37-year-old actress tweeted. ""We need to protect them..The onus is on us,"" Priyanka added.",priyanka join greta protect kid covid effect priyanka chopra friday share join hand environmental activist greta thunberg unicef campaign aim protect vulnerable child affect coronavirus heartbreake see effect covid vulnerable child across world year old actress tweet need protect onus us priyanka add
End of lockdown on May 11 not passage to normal life: French Prez,"French President Emmanuel Macron has said that the end of the coronavirus lockdown on May 11 will not be the ""passage to normal life"". ""There will be a recovery that will need to be reorganised. There will be several phases and May 11 will be one of them,"" Macron added. He was addressing the nation on May Day.",world,"End of lockdown on May 11 not passage to normal life: French Prez. French President Emmanuel Macron has said that the end of the coronavirus lockdown on May 11 will not be the ""passage to normal life"". ""There will be a recovery that will need to be reorganised. There will be several phases and May 11 will be one of them,"" Macron added. He was addressing the nation on May Day.",end lockdown may not passage normal life french prez french president emmanuel macron say end coronavirus lockdown may not passage normal life recovery need reorganise several phase may one macron add address nation may day
Hungary PM warns of potential second coronavirus wave in Oct-Nov,"Hungarian PM Viktor Orbán said the country needs to prepare for a potential second wave of coronavirus outbreak in October-November, even though the spreading of the virus will likely slowdown in summer. He said restrictions on movement in Budapest and surroundings, where 80% of coronavirus deaths have been recorded, wouldn't be eased until the fatality rate fell in that area.",world,"Hungary PM warns of potential second coronavirus wave in Oct-Nov. Hungarian PM Viktor Orbán said the country needs to prepare for a potential second wave of coronavirus outbreak in October-November, even though the spreading of the virus will likely slowdown in summer. He said restrictions on movement in Budapest and surroundings, where 80% of coronavirus deaths have been recorded, wouldn't be eased until the fatality rate fell in that area.",hungary pm warn potential second coronavirus wave oct nov hungarian pm viktor orban say country need prepare potential second wave coronaviru outbreak october november even though spreading virus likely slowdown summer say restriction movement budapest surrounding coronavirus death record would not ease fatality rate fall area
Apple shipped 7.5 mn face shields to healthcare staff worldwide: Cook,Apple CEO Tim Cook has revealed that Apple shipped a total of 7.5 million face shields for medical workers around the world. The company is continuing to construct and ship one million face shields each week. It has also sourced and donated over 20 million N95 masks to healthcare workers worldwide.,world,Apple shipped 7.5 mn face shields to healthcare staff worldwide: Cook. Apple CEO Tim Cook has revealed that Apple shipped a total of 7.5 million face shields for medical workers around the world. The company is continuing to construct and ship one million face shields each week. It has also sourced and donated over 20 million N95 masks to healthcare workers worldwide.,apple ship mn face shield healthcare staff worldwide cook apple ceo tim cook reveal apple ship total million face shield medical worker around world company continue construct ship one million face shield week also source donate million n mask healthcare worker worldwide
UN launches COVID-19 aid flights to vulnerable developing nations,The UN World Food Programme (WFP) has sent the first plane loaded with medical supplies for developing nations vulnerable to the coronavirus pandemic. The flight carrying 16 tonnes of supplies for Burkina Faso departed from Belgium. WFP chose nine airports across the world to take part in the humanitarian air bridge and is aiming to send 350 flights per month.,world,UN launches COVID-19 aid flights to vulnerable developing nations. The UN World Food Programme (WFP) has sent the first plane loaded with medical supplies for developing nations vulnerable to the coronavirus pandemic. The flight carrying 16 tonnes of supplies for Burkina Faso departed from Belgium. WFP chose nine airports across the world to take part in the humanitarian air bridge and is aiming to send 350 flights per month.,un launches covid aid flight vulnerable develop nation un world food programme wfp send first plane load medical supply develop nation vulnerable coronavirus pandemic flight carry tonne supply burkina faso depart belgium wfp choose nine airport across world take part humanitarian air bridge aim send flight per month
Pak National Assembly Speaker Asad Qaiser tests coronavirus positive,"Pakistan's National Assembly Speaker Asad Qaiser has tested positive for the coronavirus. ""I tested positive for coronavirus and quarantined myself in my house. I urge the entire nation to take preventive measures,"" he wrote on Twitter. Pakistan has so far reported over 16,810 coronavirus cases and over 380 deaths, according to Johns Hopkins University tracker.",world,"Pak National Assembly Speaker Asad Qaiser tests coronavirus positive. Pakistan's National Assembly Speaker Asad Qaiser has tested positive for the coronavirus. ""I tested positive for coronavirus and quarantined myself in my house. I urge the entire nation to take preventive measures,"" he wrote on Twitter. Pakistan has so far reported over 16,810 coronavirus cases and over 380 deaths, according to Johns Hopkins University tracker.",pak national assembly speaker asad qaiser test coronavirus positive pakistans national assembly speaker asad qaiser test positive coronavirus test positive coronaviru quarantine house urge entire nation take preventive measure write twitter pakistan far report coronavirus case death accord johns hopkins university tracker
